"TIME","RBD","NACE_R2","UNIT","WAT_PROC","Value","Flag and Footnotes"
"2002","Arges-Vedea","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2002","Ialomita-Buzau","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2002","Dobrogea","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2002","Mures","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2002","Crisuri","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2002","Somes-Tisa (RO)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2002","Bothnian Bay - RBD (SE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2002","Bothnian Sea - RBD (SE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2002","North Baltic Sea - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2002","South Baltic Sea - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2002","Skagerrak and Kattegat - RBD (SE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2002","Rhine - RBD (CH)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2002","Rhône - RBD (CH)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2002","Po - RBD (CH)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2002","Danube - RBD (CH)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2002","Former Yugoslav Republic of Macedonia, the","Total - all NACE activities","Percentage","Population connected to public water supply (%)","93",""
"2003","Scheldt/Escaut - RBD (BE-Brussels)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2003","Schelde/Escaut - RBD (BE-Flemish region)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Maas/Meuse - RBD (BE-Flemish region)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Danube - RBD (BG)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99",""
"2003","Black Sea - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2003","East Aegean - RBD (BG)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","98",""
"2003","West Aegean - RBD (BG)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","97",""
"2003","Danube - RBD (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Dyje / Thaya","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Morava / March (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Labe / Elbe - RBD (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Upper and middle Labe / Elbe (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Upper Vltava / Moldau","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Berounka","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Lower Vltava / Moldau","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Ohre and lower Labe / Elbe (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Odra / Oder - RBD (CZ)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Danube - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Rhine - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Lake Constance/Alpine Rhine","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Hochrhein","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Oberrhein","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Neckar","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Main","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Moselle-Saar (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Middle Rhine","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Lower Rhine","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Rhine delta","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Ems - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Upper Ems, Ems-Nordradde, Hase","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Leda-Jümme, lower Ems, Ems-estuary","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Weser - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Werra","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Fulda-Diemel","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Weser","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Aller","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Leine","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Tide-Weser","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Elbe / Labe - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Mulde-Elbe-Schwarze Elster","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Mittelelbe-Elde","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Havel","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Tide-Elbe","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Oder / Odra - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Maas / Meuse - RBD (DE)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2003","Eider - RBD","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
