TIME,RBD,UNIT,WW_TP,Value,Flag and Footnotes
2000,Neckar,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2000,Neckar,Percentage,Independent wastewater treatment - total,:,
2000,Neckar,Percentage,Resident population,:,
2000,Main,Thousand,Urban wastewater collecting system,:,
2000,Main,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2000,Main,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2000,Main,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2000,Main,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2000,Main,Thousand,Independent wastewater treatment - total,:,
2000,Main,Thousand,Resident population,:,
2000,Main,Percentage,Urban wastewater collecting system,:,
2000,Main,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2000,Main,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2000,Main,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2000,Main,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2000,Main,Percentage,Independent wastewater treatment - total,:,
2000,Main,Percentage,Resident population,:,
2000,Moselle-Saar (DE),Thousand,Urban wastewater collecting system,:,
2000,Moselle-Saar (DE),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2000,Moselle-Saar (DE),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2000,Moselle-Saar (DE),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2000,Moselle-Saar (DE),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2000,Moselle-Saar (DE),Thousand,Independent wastewater treatment - total,:,
2000,Moselle-Saar (DE),Thousand,Resident population,:,
2000,Moselle-Saar (DE),Percentage,Urban wastewater collecting system,:,
2000,Moselle-Saar (DE),Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2000,Moselle-Saar (DE),Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2000,Moselle-Saar (DE),Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2000,Moselle-Saar (DE),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2000,Moselle-Saar (DE),Percentage,Independent wastewater treatment - total,:,
2000,Moselle-Saar (DE),Percentage,Resident population,:,
2000,Middle Rhine,Thousand,Urban wastewater collecting system,:,
2000,Middle Rhine,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2000,Middle Rhine,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2000,Middle Rhine,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2000,Middle Rhine,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2000,Middle Rhine,Thousand,Independent wastewater treatment - total,:,
2000,Middle Rhine,Thousand,Resident population,:,
2000,Middle Rhine,Percentage,Urban wastewater collecting system,:,
2000,Middle Rhine,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2000,Middle Rhine,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2000,Middle Rhine,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2000,Middle Rhine,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2000,Middle Rhine,Percentage,Independent wastewater treatment - total,:,
2000,Middle Rhine,Percentage,Resident population,:,
2000,Lower Rhine,Thousand,Urban wastewater collecting system,:,
2000,Lower Rhine,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2000,Lower Rhine,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2000,Lower Rhine,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2000,Lower Rhine,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2000,Lower Rhine,Thousand,Independent wastewater treatment - total,:,
2000,Lower Rhine,Thousand,Resident population,:,
2000,Lower Rhine,Percentage,Urban wastewater collecting system,:,
2000,Lower Rhine,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2000,Lower Rhine,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2000,Lower Rhine,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2000,Lower Rhine,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2000,Lower Rhine,Percentage,Independent wastewater treatment - total,:,
2000,Lower Rhine,Percentage,Resident population,:,
2000,Rhine delta,Thousand,Urban wastewater collecting system,:,
2000,Rhine delta,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2000,Rhine delta,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2000,Rhine delta,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2000,Rhine delta,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2000,Rhine delta,Thousand,Independent wastewater treatment - total,:,
2000,Rhine delta,Thousand,Resident population,:,
2000,Rhine delta,Percentage,Urban wastewater collecting system,:,
2000,Rhine delta,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2000,Rhine delta,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2000,Rhine delta,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2000,Rhine delta,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2000,Rhine delta,Percentage,Independent wastewater treatment - total,:,
2000,Rhine delta,Percentage,Resident population,:,
2000,Ems - RBD (DE),Thousand,Urban wastewater collecting system,:,
2000,Ems - RBD (DE),Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2000,Ems - RBD (DE),Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2000,Ems - RBD (DE),Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2000,Ems - RBD (DE),Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2000,Ems - RBD (DE),Thousand,Independent wastewater treatment - total,:,
2000,Ems - RBD (DE),Thousand,Resident population,:,
2000,Ems - RBD (DE),Percentage,Urban wastewater collecting system,:,
2000,Ems - RBD (DE),Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2000,Ems - RBD (DE),Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2000,Ems - RBD (DE),Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2000,Ems - RBD (DE),Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2000,Ems - RBD (DE),Percentage,Independent wastewater treatment - total,:,
2000,Ems - RBD (DE),Percentage,Resident population,:,
2000,"Upper Ems, Ems-Nordradde, Hase",Thousand,Urban wastewater collecting system,:,
2000,"Upper Ems, Ems-Nordradde, Hase",Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2000,"Upper Ems, Ems-Nordradde, Hase",Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2000,"Upper Ems, Ems-Nordradde, Hase",Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2000,"Upper Ems, Ems-Nordradde, Hase",Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2000,"Upper Ems, Ems-Nordradde, Hase",Thousand,Independent wastewater treatment - total,:,
2000,"Upper Ems, Ems-Nordradde, Hase",Thousand,Resident population,:,
2000,"Upper Ems, Ems-Nordradde, Hase",Percentage,Urban wastewater collecting system,:,
2000,"Upper Ems, Ems-Nordradde, Hase",Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2000,"Upper Ems, Ems-Nordradde, Hase",Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2000,"Upper Ems, Ems-Nordradde, Hase",Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2000,"Upper Ems, Ems-Nordradde, Hase",Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2000,"Upper Ems, Ems-Nordradde, Hase",Percentage,Independent wastewater treatment - total,:,
2000,"Upper Ems, Ems-Nordradde, Hase",Percentage,Resident population,:,
2000,"Leda-J�mme, lower Ems, Ems-estuary",Thousand,Urban wastewater collecting system,:,
2000,"Leda-J�mme, lower Ems, Ems-estuary",Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2000,"Leda-J�mme, lower Ems, Ems-estuary",Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2000,"Leda-J�mme, lower Ems, Ems-estuary",Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2000,"Leda-J�mme, lower Ems, Ems-estuary",Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2000,"Leda-J�mme, lower Ems, Ems-estuary",Thousand,Independent wastewater treatment - total,:,
2000,"Leda-J�mme, lower Ems, Ems-estuary",Thousand,Resident population,:,
2000,"Leda-J�mme, lower Ems, Ems-estuary",Percentage,Urban wastewater collecting system,:,
2000,"Leda-J�mme, lower Ems, Ems-estuary",Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2000,"Leda-J�mme, lower Ems, Ems-estuary",Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2000,"Leda-J�mme, lower Ems, Ems-estuary",Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2000,"Leda-J�mme, lower Ems, Ems-estuary",Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2000,"Leda-J�mme, lower Ems, Ems-estuary",Percentage,Independent wastewater treatment - total,:,
2000,"Leda-J�mme, lower Ems, Ems-estuary",Percentage,Resident population,:,
2000,Weser - RBD,Thousand,Urban wastewater collecting system,:,
2000,Weser - RBD,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2000,Weser - RBD,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2000,Weser - RBD,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2000,Weser - RBD,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2000,Weser - RBD,Thousand,Independent wastewater treatment - total,:,
2000,Weser - RBD,Thousand,Resident population,:,
2000,Weser - RBD,Percentage,Urban wastewater collecting system,:,
2000,Weser - RBD,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2000,Weser - RBD,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2000,Weser - RBD,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2000,Weser - RBD,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2000,Weser - RBD,Percentage,Independent wastewater treatment - total,:,
2000,Weser - RBD,Percentage,Resident population,:,
2000,Werra,Thousand,Urban wastewater collecting system,:,
2000,Werra,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2000,Werra,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2000,Werra,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2000,Werra,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2000,Werra,Thousand,Independent wastewater treatment - total,:,
2000,Werra,Thousand,Resident population,:,
2000,Werra,Percentage,Urban wastewater collecting system,:,
2000,Werra,Percentage,Urban and other wastewater treatment plants - primary treatment,:,
2000,Werra,Percentage,Urban and other wastewater treatment plants - secondary treatment,:,
2000,Werra,Percentage,Urban and other wastewater treatment plants - tertiary treatment,:,
2000,Werra,Percentage,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2000,Werra,Percentage,Independent wastewater treatment - total,:,
2000,Werra,Percentage,Resident population,:,
2000,Fulda-Diemel,Thousand,Urban wastewater collecting system,:,
2000,Fulda-Diemel,Thousand,Urban and other wastewater treatment plants - primary treatment,:,
2000,Fulda-Diemel,Thousand,Urban and other wastewater treatment plants - secondary treatment,:,
2000,Fulda-Diemel,Thousand,Urban and other wastewater treatment plants - tertiary treatment,:,
2000,Fulda-Diemel,Thousand,Percentage of resident population not connected to urban and other wastewater treatment plants,:,
2000,Fulda-Diemel,Thousand,Independent wastewater treatment - total,:,
2000,Fulda-Diemel,Thousand,Resident population,:,
2000,Fulda-Diemel,Percentage,Urban wastewater collecting system,:,
